LEAID,total_students,american_indian_alaskan_native_students,american_indian_alaskan_native_male_students,american_indian_alaskan_native_female_students,asian_hawaiian_native_pacific_islander_students,asian_hawaiian_native_pacific_islander_male_students,asian_hawaiian_native_pacific_islander_female_students,hispanic_students,hispanic_male_students,hispanic_female_students,black_non_hispanic_students,black_non_hispanic_male_students,black_non_hispanic_female_students,white_students,white_male_students,white_female_students
0400230,567,23,11,12,23,12,11,229,110,119,96,47,49,196,93,103
0400231,150,1,0,1,12,8,4,13,9,4,2,1,1,122,67,55
0400232,202,2,1,1,13,5,8,37,14,23,9,6,3,141,71,70
0400234,381,37,17,20,3,2,1,261,142,119,22,10,12,58,28,30
0400235,573,14,9,5,8,1,7,94,40,54,26,10,16,431,204,227
0400236,107,0,0,0,1,0,1,16,9,7,4,3,1,86,42,44
0400237,391,5,3,2,8,5,3,92,42,50,30,9,21,256,128,128
0400238,194,5,2,3,2,1,1,32,12,20,18,8,10,137,46,91
0400239,186,4,4,0,4,1,3,70,32,38,71,29,42,37,17,20
0400240,1073,44,29,15,41,26,15,183,98,85,66,33,33,739,387,352
0400241,1048,9,4,5,16,7,9,121,61,60,73,42,31,829,388,441
0400243,415,90,40,50,1,1,0,40,30,10,9,5,4,275,166,109
0400244,778,18,7,11,13,7,6,217,110,107,48,25,23,482,253,229
0400245,145,10,2,8,8,4,4,38,20,18,23,7,16,66,34,32
0400246,166,7,5,2,0,0,0,6,4,2,0,0,0,153,80,73
0400248,313,2,1,1,2,1,1,25,12,13,3,2,1,281,151,130
0400249,250,7,5,2,8,6,2,9,7,2,0,0,0,226,131,95
0400250,235,1,0,1,2,1,1,11,6,5,0,0,0,221,131,90
0400252,27,27,15,12,0,0,0,0,0,0,0,0,0,0,0,0
0400253,77,3,1,2,0,0,0,74,36,38,0,0,0,0,0,0
0400254,224,8,3,5,2,1,1,136,58,78,11,5,6,67,30,37
0400255,460,0,0,0,0,0,0,3,2,1,0,0,0,457,235,222
0400256,151,3,1,2,0,0,0,40,22,18,7,5,2,101,45,56
0400257,94,1,1,0,1,1,0,74,37,37,6,4,2,12,7,5
0400258,133,6,3,3,2,0,2,17,11,6,3,1,2,105,47,58
0400259,545,23,9,14,2,1,1,446,213,233,17,9,8,57,27,30
0400260,328,5,3,2,16,6,10,54,20,34,31,17,14,222,95,127
0400261,346,5,2,3,15,8,7,107,57,50,39,19,20,180,94,86
0400263,41,0,0,0,0,0,0,9,4,5,1,0,1,31,15,16
0400264,79,1,0,1,0,0,0,10,8,2,1,1,0,67,30,37
0400266,98,4,2,2,0,0,0,9,7,2,0,0,0,85,43,42
0400267,81,2,2,0,0,0,0,4,0,4,0,0,0,75,43,32
0400268,411,4,1,3,9,4,5,209,91,118,8,6,2,181,89,92
0400273,126,19,9,10,1,1,0,28,18,10,4,3,1,74,47,27
0400274,179,16,4,12,6,3,3,101,50,51,16,10,6,40,14,26
0400275,33,0,0,0,0,0,0,4,1,3,2,0,2,27,14,13
0400276,187,9,3,6,0,0,0,50,27,23,12,8,4,116,61,55
0400277,203,4,2,2,2,0,2,108,51,57,13,8,5,76,44,32
0400278,129,3,0,3,3,1,2,12,9,3,3,3,0,108,49,59
0400279,470,7,4,3,30,16,14,57,27,30,28,19,9,348,175,173
0400280,229,3,2,1,0,0,0,87,50,37,3,2,1,136,75,61
0400281,312,0,0,0,0,0,0,3,2,1,0,0,0,309,152,157
0400282,597,8,4,4,3,2,1,494,246,248,27,11,16,65,33,32
0400283,89,0,0,0,2,1,1,19,10,9,16,10,6,52,35,17
0400284,654,3,3,0,2,1,1,596,273,323,6,5,1,47,31,16
0400285,42,0,0,0,0,0,0,2,2,0,0,0,0,40,17,23
0400286,95,0,0,0,3,3,0,13,7,6,8,4,4,71,40,31
0400287,191,2,0,2,1,0,1,140,76,64,20,11,9,28,19,9
0400288,255,6,2,4,4,2,2,180,98,82,35,19,16,30,17,13
0400289,82,1,0,1,0,0,0,35,18,17,0,0,0,46,26,20
0400290,249,0,0,0,0,0,0,243,118,125,5,5,0,1,0,1
0400292,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
0400293,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
0400294,126,7,4,3,0,0,0,115,59,56,2,0,2,2,0,2
0400295,7437,202,109,93,99,49,50,1007,528,479,100,53,47,6029,3077,2952
0400296,146,1,0,1,0,0,0,122,56,66,2,1,1,21,10,11
0400297,52,2,0,2,0,0,0,11,7,4,2,2,0,37,24,13
0400298,424,10,5,5,1,1,0,66,36,30,29,17,12,318,146,172
0400299,98,3,2,1,2,1,1,13,10,3,0,0,0,80,43,37
0400300,44,1,0,1,0,0,0,24,13,11,6,5,1,13,7,6
0400303,73,0,0,0,0,0,0,33,15,18,7,5,2,33,18,15
0400304,427,8,2,6,1,0,1,81,39,42,181,83,98,156,75,81
0400310,456,0,0,0,5,2,3,52,24,28,13,8,5,386,181,205
0400311,205,5,3,2,2,2,0,25,15,10,3,2,1,170,104,66
0400312,123,123,53,70,0,0,0,0,0,0,0,0,0,0,0,0
0400313,99,4,2,0,-2,-2,-2,13,3,8,-2,-2,-2,78,51,25
0400314,44,44,27,17,0,0,0,0,0,0,0,0,0,0,0,0
0400315,52,1,0,1,0,0,0,1,1,0,0,0,0,50,30,20
0400316,520,27,11,16,0,0,0,300,150,150,8,6,2,185,95,90
0400317,267,1,0,1,15,4,11,22,13,9,13,4,9,216,96,120
0400318,298,5,3,2,2,1,1,264,129,135,15,8,7,12,7,5
0400319,91,4,3,1,4,1,3,57,27,30,1,0,1,25,10,15
0400320,230,0,0,0,0,0,0,5,3,2,0,0,0,225,112,113
0400321,95,8,4,4,2,2,0,13,10,3,6,4,2,66,46,20
0400322,150,3,0,3,0,0,0,51,22,29,6,3,3,90,36,54
0400323,248,8,2,6,4,2,2,67,40,27,39,20,19,130,60,70
0400324,352,50,26,24,10,8,2,172,98,74,34,17,17,86,54,32
0400325,88,1,0,1,0,0,0,64,33,31,1,1,0,22,10,12
0400326,468,3,1,2,5,3,2,123,73,50,28,16,12,309,146,163
0400327,1147,10,5,5,19,9,10,166,79,87,37,18,19,915,455,460
0400328,76,10,5,5,0,0,0,3,2,1,0,0,0,63,38,25
0400329,278,10,5,5,3,1,2,63,28,35,12,7,5,190,95,95
0400330,254,1,0,1,5,2,3,63,31,32,14,8,6,171,83,88
0400332,171,4,2,2,1,1,0,147,74,73,7,5,2,12,4,8
0400334,93,2,1,1,1,0,1,27,11,16,11,8,3,52,28,24
0400335,69,4,3,1,0,0,0,3,3,0,0,0,0,62,50,12
0400336,27,27,9,18,0,0,0,0,0,0,0,0,0,0,0,0
0400337,31,0,0,0,0,0,0,5,3,2,0,0,0,26,19,7
0400338,98,1,1,0,0,0,0,1,1,0,0,0,0,96,55,41
0400339,252,105,51,54,1,1,0,48,29,19,1,0,1,97,47,50
0400340,1112,8,4,4,19,12,7,185,88,97,50,20,30,850,433,417
0400341,1499,64,28,36,26,12,14,294,153,141,13,10,3,1102,592,510
0400342,61,8,5,3,1,0,1,23,17,6,5,3,2,24,14,10
0400343,211,5,4,1,4,2,2,153,74,79,18,7,11,31,11,20
0400344,57,12,6,6,0,0,0,4,1,3,0,0,0,41,18,23
0400345,1921,4,1,3,11,6,5,1065,584,481,23,10,13,818,443,375
0400346,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
0400347,1160,697,377,320,2,2,0,76,46,30,9,3,6,376,192,184
0400348,3168,257,110,147,11,7,4,967,484,483,140,62,78,1793,955,838
0400349,1407,159,83,76,8,4,4,454,219,235,17,12,5,769,404,365
0400350,90,15,6,9,0,0,0,12,8,4,4,2,2,59,34,25
0400351,38,1,0,1,0,0,0,3,2,1,0,0,0,34,11,23
0400352,488,7,3,4,1,1,0,322,143,179,48,22,26,110,62,48
0400353,556,8,3,5,4,2,2,234,111,123,38,21,17,272,137,135
0400354,861,23,9,14,12,9,3,502,277,225,33,17,16,291,179,112
0400355,751,10,2,8,4,2,2,676,361,315,23,12,11,38,11,27
0400356,225,8,4,4,0,0,0,206,109,97,1,1,0,10,3,7
0400357,164,1,1,0,1,1,0,19,6,13,2,1,1,141,53,88
0400359,178,1,0,1,5,2,3,19,12,7,5,4,1,148,86,62
0400360,60,1,0,1,3,1,2,13,6,7,1,0,1,42,19,23
0400361,863,12,6,6,11,5,6,259,119,140,101,53,48,480,236,244
0400362,128,1,0,1,0,0,0,3,1,2,122,73,49,2,1,1
0400363,49,0,0,0,1,0,1,13,5,8,5,2,3,30,19,11
0400364,156,10,6,4,4,4,0,38,18,20,6,4,2,98,61,37
0400365,363,2,0,2,1,1,0,42,27,15,2,2,0,316,156,160
0400366,178,1,1,0,2,0,2,4,2,2,3,3,0,168,76,92
0400367,117,17,8,9,0,0,0,59,32,27,16,9,7,25,14,11
0400368,216,4,1,3,6,5,1,60,30,30,11,5,6,135,73,62
0400369,66,0,0,0,0,0,0,8,4,4,58,30,28,0,0,0
0400370,80,5,2,3,3,1,2,30,17,13,16,8,8,26,9,17
0400372,141,15,8,7,0,0,0,88,45,43,26,13,13,12,5,7
0400373,153,4,1,3,1,0,1,121,62,59,4,3,1,23,13,10
0400374,440,9,3,6,16,8,8,71,36,35,31,20,11,313,163,150
0400375,493,2,1,1,14,10,4,123,62,61,61,32,29,293,153,140
0400376,170,7,2,5,2,2,0,75,28,47,24,10,14,62,38,24
0400377,67,4,2,2,2,1,1,8,6,2,3,0,3,50,25,25
0400378,114,5,2,3,0,0,0,28,16,12,0,0,0,81,50,31
0400379,47,4,2,2,0,0,0,39,22,17,1,1,0,3,1,2
0400380,56,2,2,0,0,0,0,5,2,3,0,0,0,49,25,24
0400381,246,6,3,3,4,2,2,125,59,66,8,3,5,103,55,48
0400382,120,10,2,8,0,0,0,107,35,72,1,1,0,2,0,2
0400383,358,24,8,16,8,3,5,175,84,91,48,21,27,103,60,43
0400384,423,5,1,4,5,2,3,103,50,53,16,9,7,294,137,157
0400385,409,9,5,4,2,1,1,209,94,115,17,9,8,172,79,93
0400386,466,11,7,4,7,3,4,384,193,191,46,21,25,18,6,12
0400387,399,30,17,13,14,7,7,177,103,74,54,22,32,124,61,63
0400388,390,9,6,3,5,3,2,97,41,56,21,12,9,258,151,107
0400389,667,20,11,9,10,5,5,456,252,204,94,62,32,87,36,51
0400390,225,4,2,2,2,1,1,92,56,36,34,16,18,93,41,52
0400391,144,-2,-2,-2,-1,-2,-1,134,71,61,4,-1,3,1,-1,0
0400392,31,2,1,1,0,0,0,9,5,4,1,0,1,19,10,9
0400393,111,1,0,1,2,1,1,31,15,16,5,3,2,72,32,40
0400394,72,0,0,0,0,0,0,67,26,41,1,1,0,4,3,1
0400395,145,2,2,0,0,0,0,5,3,2,2,1,1,136,70,66
0400396,77,3,2,1,1,0,1,32,15,17,15,9,6,26,8,18
0400397,326,22,9,13,5,4,1,71,34,37,17,8,9,211,95,116
0400398,55,0,0,0,0,0,0,1,1,0,1,1,0,53,33,20
0400399,95,2,1,1,0,0,0,9,5,4,5,3,2,79,38,41
0400401,267,6,4,2,2,1,1,158,84,74,25,10,15,76,37,39
0400402,282,3,2,1,2,1,1,96,49,47,30,11,19,151,66,85
0400403,101,95,41,54,0,0,0,4,1,3,1,1,0,1,0,1
0400404,36,33,17,16,0,0,0,1,1,0,2,0,2,0,0,0
0400405,143,6,3,3,4,3,1,43,26,17,19,11,8,71,41,30
0400406,748,5,1,4,54,35,19,58,22,36,26,13,13,605,306,299
0400407,82,6,3,3,3,2,1,29,13,16,5,4,1,39,21,18
0400408,17,0,0,0,0,0,0,12,3,9,2,1,1,3,2,1
0400409,103,2,0,2,3,2,1,14,9,5,4,3,1,80,32,48
0400410,16,2,0,2,0,0,0,0,0,0,0,0,0,14,9,5
0400411,9,0,0,0,0,0,0,1,1,0,1,1,0,7,3,4
0400412,69,3,3,0,0,0,0,55,21,34,10,6,4,1,0,1
0400413,122,1,0,1,1,1,0,42,25,17,0,0,0,78,46,32
0400414,52,0,0,0,0,0,0,4,4,0,0,0,0,48,43,5
0400415,71,2,0,2,3,0,3,3,1,2,0,0,0,63,32,31
0400416,98,1,0,1,0,0,0,80,28,52,1,0,1,16,7,9
0400417,234,2,2,0,4,4,0,104,35,69,27,5,22,97,32,65
0400418,50,2,0,2,1,0,1,5,2,3,15,9,6,27,16,11
0400450,4163,36,25,11,126,66,60,1547,767,780,431,215,216,2023,1058,965
0400480,161,0,0,0,3,2,1,145,65,80,2,1,1,11,7,4
0400520,539,97,51,46,4,1,3,320,174,146,5,3,2,113,54,59
0400600,14928,481,273,208,399,231,168,11040,5679,5361,1056,523,533,1952,1001,951
0400608,175,0,0,0,17,7,10,4,3,1,0,0,0,154,76,78
0400609,93,1,1,0,0,0,0,56,32,24,27,16,11,9,4,5
0400610,358,3,1,2,6,6,0,38,19,19,29,17,12,282,153,129
0400611,57,5,1,4,1,1,0,20,8,12,4,3,1,27,11,16
0400612,1570,1552,853,699,0,0,0,1,1,0,0,0,0,17,12,5
0400613,64,1,1,0,2,2,0,14,7,7,3,1,2,44,22,22
0400614,55,2,1,1,0,0,0,45,16,29,4,0,4,4,1,3
0400615,7526,74,53,21,227,122,105,2106,1152,954,456,259,197,4663,2685,1978
0400616,85,3,1,2,1,0,1,8,3,5,7,3,4,66,23,43
0400617,55,10,6,4,0,0,0,25,14,11,8,2,6,12,8,4
0400618,670,19,7,12,2,2,0,475,248,227,133,64,69,41,22,19
0400619,440,6,3,3,4,2,2,383,179,204,9,4,5,38,14,24
0400620,165,12,7,5,0,0,0,77,39,38,6,5,1,70,40,30
0400621,374,22,16,6,4,1,3,154,80,74,43,23,20,151,76,75
0400622,94,4,2,2,1,0,1,37,16,21,8,7,1,44,24,20
0400623,168,5,1,4,8,4,4,16,6,10,6,3,3,133,80,53
0400624,175,13,6,7,1,0,1,99,52,47,20,11,9,42,14,28
0400625,133,0,0,0,0,0,0,132,92,40,0,0,0,1,1,0
0400626,142,10,1,9,0,0,0,74,42,32,6,3,3,52,26,26
0400627,43,9,3,6,0,0,0,5,5,0,0,0,0,29,13,16
0400628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0400629,220,1,1,0,1,1,0,128,61,67,62,32,30,28,13,15
0400630,51,0,0,0,0,0,0,5,3,2,1,0,1,45,23,22
0400631,55,-1,-1,-2,-1,-2,-1,-1,-2,-1,-2,-2,-2,52,20,30
0400632,198,4,1,3,2,0,2,28,10,18,17,13,4,147,68,79
0400633,236,1,1,0,5,2,3,74,34,40,12,5,7,144,78,66
0400634,130,1,1,0,0,0,0,50,34,16,10,7,3,69,54,15
0400635,95,-2,-2,-2,-2,-2,-2,0,-2,0,3,1,0,88,55,31
0400636,178,6,4,2,0,0,0,75,37,38,9,5,4,88,42,46
0400637,119,4,2,2,2,1,1,26,14,12,19,11,8,68,36,32
0400638,79,0,0,0,1,1,0,7,1,6,0,0,0,71,32,39
0400639,49,4,2,2,0,0,0,2,0,2,0,0,0,43,23,20
0400640,46,1,1,0,3,2,1,12,6,6,2,1,1,28,14,14
0400641,105,1,1,0,0,0,0,6,2,4,0,0,0,98,56,42
0400642,66,2,0,2,1,0,1,9,5,4,0,0,0,54,24,30
0400643,64,0,0,0,1,0,1,10,5,5,0,0,0,53,24,29
0400644,66,4,3,1,1,1,0,6,6,0,1,0,1,54,27,27
0400645,80,1,0,1,0,0,0,18,9,9,1,1,0,60,37,23
0400646,70,2,1,1,0,0,0,17,7,10,1,0,1,50,34,16
0400647,58,58,26,32,0,0,0,0,0,0,0,0,0,0,0,0
0400648,92,22,10,12,0,0,0,22,6,16,2,1,1,46,22,24
0400649,386,2,1,1,5,5,0,122,69,53,65,30,35,192,89,103
0400650,92,6,3,3,3,3,0,27,14,13,11,6,5,45,30,15
0400652,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
0400653,245,3,2,1,2,1,1,38,10,28,11,4,7,191,44,147
0400654,68,7,5,2,0,0,0,59,31,28,0,0,0,2,1,1
0400655,180,0,0,0,2,0,2,2,1,1,1,1,0,175,92,83
0400656,183,2,2,0,2,0,2,18,11,7,2,2,0,159,87,72
0400680,16699,293,156,133,521,263,254,5481,2887,2590,619,321,294,9769,5041,4724
0400720,356,3,2,1,0,0,0,223,105,118,10,4,6,120,69,51
0400750,15,1,0,1,0,0,0,0,0,0,0,0,0,14,12,2
0400790,5714,73,41,32,65,37,28,1083,550,533,112,66,46,4381,2290,2091
0400840,209,0,0,0,0,0,0,125,63,62,6,4,2,78,34,44
0400870,41,7,2,5,0,0,0,10,4,6,7,3,4,17,9,8
0400910,242,2,1,1,0,0,0,114,66,48,0,0,0,126,64,62
0400960,5175,48,21,27,45,20,25,3132,1628,1504,359,175,184,1591,841,750
0401000,292,5,4,1,3,2,1,92,47,45,2,0,2,190,109,81
0401050,3436,178,83,95,47,32,15,2554,1323,1231,350,190,160,307,149,158
0401080,304,18,8,10,2,0,2,77,44,33,6,3,3,201,102,99
0401160,144,2,1,1,0,0,0,72,38,34,0,0,0,70,35,35
0401180,963,18,10,8,10,4,6,574,301,273,5,1,4,356,197,159
0401230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0401260,96,0,0,0,0,0,0,21,9,12,0,0,0,75,35,40
0401290,41,0,0,0,0,0,0,5,4,1,3,1,2,33,21,12
0401330,125,0,0,0,2,1,1,86,47,39,1,1,0,36,21,15
0401380,1787,31,18,13,10,6,4,971,478,493,75,34,41,700,337,363
0401410,1951,20,14,6,23,10,13,687,363,324,78,41,37,1143,601,542
0401460,6689,89,48,41,336,167,169,1843,899,944,708,368,340,3713,1882,1831
0401500,3932,37,18,19,48,23,25,1559,775,784,94,49,45,2194,1150,1044
0401600,1495,189,94,95,8,2,6,255,143,112,11,5,6,1032,519,513
0401650,190,4,3,1,4,3,1,16,10,6,0,0,0,166,83,83
0401680,20007,203,111,90,129,65,62,17068,8646,8420,969,498,469,1630,844,784
0401710,6046,416,200,216,42,24,18,3149,1624,1525,305,158,147,2134,1117,1017
0401740,2882,233,106,127,19,13,6,1075,544,531,128,59,69,1427,735,692
0401760,5029,25,12,13,455,217,238,555,257,298,105,62,43,3889,1983,1906
0401810,332,329,153,176,0,0,0,0,0,0,0,0,0,3,1,2
0401870,29576,412,183,227,1532,798,732,8670,4478,4190,1880,947,931,17074,8697,8375
0401940,3889,3824,1949,1875,1,1,0,10,5,5,4,2,2,50,28,22
0402110,190,3,2,1,0,0,0,155,87,68,1,0,1,31,18,13
0402130,70,0,0,0,4,0,4,23,14,9,1,1,0,42,29,13
0402190,156,3,3,0,3,2,1,27,13,14,4,1,3,119,54,65
0402220,118,1,0,1,0,0,0,42,22,20,0,0,0,75,35,40
0402250,277,0,0,0,6,3,3,83,42,41,6,4,2,182,102,80
0402320,3430,585,276,307,16,8,6,1274,656,616,275,140,133,1272,637,633
0402370,2541,38,22,16,11,5,6,773,418,355,21,7,14,1698,898,800
0402400,6053,80,34,46,97,54,43,4378,2300,2078,131,73,58,1367,710,657
0402430,8248,272,130,142,50,25,25,6894,3443,3451,348,172,176,684,347,337
0402460,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
0402480,69,21,17,4,0,0,0,7,5,2,1,0,1,40,22,18
0402490,53,1,0,1,0,0,0,13,4,9,0,0,0,39,21,18
0402530,4027,3,1,2,3,1,2,3847,2010,1837,14,7,7,160,101,59
0402600,483,1,1,0,1,1,0,137,73,64,9,5,4,335,178,157
0402690,14230,158,78,80,300,149,151,5748,2942,2806,1251,633,618,6773,3558,3215
0402740,199,13,0,9,-4,-4,-4,129,67,58,13,5,4,32,9,19
0402760,180,0,0,0,2,1,1,83,41,42,1,1,0,94,44,50
0402790,482,30,16,14,0,0,0,364,198,166,44,22,22,44,30,14
0402860,11327,2779,1416,1361,126,59,65,2162,1114,1046,255,123,130,5997,3086,2909
0402920,3389,66,33,29,34,12,18,976,525,447,169,88,77,2128,1074,1050
0403010,5952,105,50,53,95,52,41,2585,1318,1265,134,67,65,3025,1548,1475
0403030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0403040,2452,142,72,70,50,25,25,119,61,58,29,17,12,2112,1121,991
0403060,3779,28,13,15,35,21,14,2951,1513,1438,323,164,159,442,221,221
0403080,362,87,43,44,4,2,2,0,0,0,1,1,0,270,146,124
0403150,1209,23,14,9,62,31,31,179,101,78,293,158,135,652,339,313
0403200,552,515,268,247,1,1,0,3,1,2,0,0,0,33,20,13
0403240,4516,0,0,0,0,0,0,4507,2312,2195,2,1,1,7,6,1
0403290,2062,2040,1078,962,7,3,4,3,2,1,2,1,1,10,7,3
0403310,505,133,62,71,3,2,1,292,149,143,6,3,3,71,38,33
0403400,37064,315,156,153,1539,802,731,5544,2879,2659,1513,782,725,28129,14503,13620
0403420,13235,293,159,134,325,161,164,8847,4509,4338,1202,619,583,2568,1361,1207
0403450,14545,423,211,212,459,237,222,5292,2661,2631,1057,550,507,7314,3702,3612
0403500,2114,463,218,241,5,0,1,671,360,307,11,4,3,948,478,466
0403550,317,87,34,53,3,1,2,71,41,30,7,4,3,149,77,72
0403580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0403660,41,0,0,0,0,0,0,0,0,0,0,0,0,41,22,19
0403730,452,2,1,1,1,0,1,368,201,167,2,1,1,79,43,36
0403780,6479,111,52,59,184,103,81,1174,604,570,276,147,129,4734,2454,2280
0403820,2043,1194,613,581,13,6,7,258,136,122,32,18,14,546,280,266
0403860,1939,178,95,83,16,10,6,888,508,380,242,130,112,615,352,263
0403870,5755,65,38,25,62,37,23,1279,642,635,55,22,31,4286,2239,2045
0403900,183,0,0,0,0,0,0,166,92,74,0,0,0,17,12,5
0403950,1187,1185,605,580,0,0,0,0,0,0,0,0,0,2,1,1
0403960,8805,84,44,40,30,13,17,8299,4152,4147,184,97,87,208,104,104
0403990,1038,11,3,8,19,9,10,311,148,163,31,16,15,666,348,318
0404010,489,102,53,49,2,0,2,26,13,13,2,1,1,357,174,183
0404060,2487,2447,1276,1171,0,0,0,2,1,1,0,0,0,38,22,16
0404170,69,0,0,0,0,0,0,0,0,0,0,0,0,69,41,28
0404230,18473,490,243,247,1471,746,725,2636,1350,1286,1347,682,665,12529,6486,6043
0404280,6430,76,36,40,73,32,41,1223,643,580,50,29,21,5008,2555,2453
0404290,2291,241,128,113,50,24,26,1370,676,694,285,135,150,345,182,163
0404320,2549,29,13,16,39,18,21,788,376,412,72,37,35,1621,830,791
0404380,7122,85,37,48,285,143,142,2051,1027,1024,648,293,355,4053,2076,1977
0404410,458,17,11,6,1,0,1,277,138,139,1,0,1,162,82,80
0404440,3362,48,26,22,43,25,18,2197,1121,1076,338,171,167,736,382,354
0404500,5272,302,143,159,96,47,49,1653,823,830,328,189,139,2893,1521,1372
0404530,81,5,2,3,0,0,0,10,7,3,3,3,0,63,35,28
0404570,1307,8,4,4,2,0,2,864,453,411,8,5,3,425,227,198
0404630,12994,225,129,96,276,134,142,3167,1632,1535,392,211,181,8934,4631,4303
0404720,1715,267,120,147,34,12,22,601,312,289,43,14,29,770,420,350
0404770,705,30,12,16,4,1,1,366,211,153,12,6,4,285,143,140
0404820,558,11,7,4,5,4,1,65,30,35,6,3,3,471,246,225
0404860,135,134,63,71,0,0,0,1,1,0,0,0,0,0,0,0
0404920,32,0,0,0,0,0,0,3,1,2,2,0,2,27,18,9
0404970,75471,2926,1445,1481,1714,846,868,23791,12308,11483,2951,1579,1372,44089,22764,21325
0405030,1107,66,25,39,-1,-1,-2,419,207,210,18,8,8,597,292,303
0405070,1227,52,22,30,27,13,14,270,143,127,9,7,2,869,461,408
0405100,16,0,0,0,0,0,0,0,0,0,0,0,0,16,10,6
0405190,1839,159,83,76,13,5,8,345,182,163,21,12,9,1301,673,628
0405220,249,4,1,3,0,0,0,172,97,75,0,0,0,73,38,35
0405320,951,12,8,4,0,0,0,595,307,288,8,3,5,336,181,155
0405340,163,6,3,3,0,0,0,30,14,16,2,2,0,125,54,71
0405360,160,21,16,5,0,0,0,79,68,11,20,14,6,40,28,12
0405400,2566,21,7,14,7,5,2,2430,1250,1180,33,16,17,75,39,36
0405430,284,0,0,0,0,0,0,274,132,142,0,0,0,10,3,7
0405460,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0405500,14,5,1,4,0,0,0,5,3,2,1,1,0,3,3,0
0405530,6167,6,2,4,3,0,3,6063,3073,2990,4,3,1,91,55,36
0405640,438,10,4,6,9,5,4,234,126,108,7,5,2,178,91,87
0405670,3755,373,179,194,66,29,37,2363,1213,1150,419,220,199,534,291,243
0405730,32,2,1,1,0,0,0,5,3,2,0,0,0,25,15,10
0405760,72,0,0,0,0,0,0,0,0,0,0,0,0,72,35,37
0405820,2901,2101,1095,1006,9,6,3,76,44,32,9,2,7,706,384,322
0405850,354,9,4,5,2,1,1,170,82,88,13,8,5,160,77,83
0405880,1128,8,6,2,26,19,7,356,182,174,33,17,16,705,364,341
0405930,35198,394,196,194,1031,518,509,6705,3407,3294,1122,610,508,25930,13389,12537
0405980,2066,734,360,374,11,5,6,681,358,323,29,13,16,611,302,309
0406000,94,0,0,0,0,0,0,60,33,27,0,0,0,34,8,26
0406030,82,0,0,0,0,0,0,36,20,16,0,0,0,46,28,18
0406070,2785,83,42,41,21,11,10,340,184,156,25,14,11,2316,1214,1102
0406120,845,308,152,134,-8,-14,-16,36,10,4,44,15,7,377,192,163
0406150,109,0,0,0,5,3,2,19,10,9,1,0,1,84,46,38
0406210,10457,164,82,82,191,82,109,6096,3150,2946,963,497,466,3043,1608,1435
0406250,37355,433,219,214,1142,593,549,8251,4301,3950,1921,1045,876,25608,13191,12417
0406300,8206,193,86,101,48,23,19,7081,3577,3498,426,196,224,434,201,227
0406330,24776,861,428,433,368,201,167,18503,5318,5185,2426,1189,1237,2618,1375,1243
0406360,218,6,3,3,1,0,1,158,79,79,4,1,3,49,15,34
0406440,663,8,5,3,0,0,0,168,93,75,2,0,2,485,253,232
0406480,35,8,7,-1,-2,-2,-2,11,8,1,-1,-1,-2,11,8,1
0406510,146,0,0,0,0,0,0,0,0,0,0,0,0,146,82,64
0406580,2750,205,91,114,30,14,16,424,228,196,27,13,14,2064,1070,994
0406630,114,2,0,2,0,0,0,12,5,7,2,2,0,98,59,39
0406730,5392,135,73,62,87,48,39,616,310,306,65,35,30,4489,2281,2208
0406740,1116,1074,520,554,3,0,3,8,6,2,1,1,0,30,17,13
0406780,306,7,4,3,0,0,0,130,77,53,5,3,2,164,86,78
0406810,2941,24,10,14,22,15,7,781,415,366,61,34,27,2053,1074,979
0406850,618,2,0,2,2,1,1,268,134,134,1,1,0,345,181,164
0406870,953,946,509,437,3,1,2,0,0,0,0,0,0,4,2,2
0406900,88,0,0,0,4,2,2,35,14,21,1,1,0,48,28,20
0406930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0406960,1300,1296,644,652,0,0,0,3,3,0,0,0,0,1,0,1
0407020,669,0,0,0,0,0,0,16,6,10,3,0,3,650,319,331
0407080,12461,133,64,69,33,12,21,9832,4983,4849,2019,1013,1006,444,227,217
0407130,1441,89,46,43,6,2,4,235,112,123,10,6,4,1101,541,560
0407170,692,15,5,10,7,6,1,201,114,87,14,8,6,455,226,229
0407200,492,482,232,250,4,1,3,6,4,2,0,0,0,0,0,0
0407240,2849,34,14,20,10,6,4,1318,656,662,69,44,25,1418,733,685
0407300,3044,34,13,21,37,16,21,1439,737,702,67,33,34,1467,754,713
0407380,19,1,1,0,0,0,0,14,10,4,0,0,0,4,0,4
0407430,103,-2,-2,-2,-2,-2,-2,39,20,17,-2,-2,-2,62,28,32
