total_students,total_schools,teachers_total,total_revenue,total_federal_revenue,total_state_revenue,total_local_revenue,total_expenditure,total_salaries,white_students,lowest_grade,highest_grade,metro_micro,charter_status,state_name,LEAID,NAME,exist_five_years
5193.0,b'11   ',b'-1     ',41617000,3492000,14069000,24056000,38385000,24943000,331.0,PK,12,1,3,texas,4826670,LANCASTER IND SCH DISTRICT 913,True
167.0,b'1    ',b'22.5   ',2048000,313000,1075000,660000,1994000,1264000,12.0,PK,12,1,3,texas,4826700,LANEVILLE IND SCH DIST 903,True
24821.0,b'31   ',b'-1     ',231055000,40716000,149338000,41001000,259454000,136240000,114.0,PK,12,1,3,texas,4826790,LAREDO IND SCH DIST 901,True
323.0,b'1    ',b'23.5   ',3434000,497000,2332000,605000,3448000,1866000,15.0,PK,08,2,3,texas,4826850,LASARA IND SCH DIST 901,True
414.0,b'2    ',b'41.8   ',4200000,432000,2169000,1599000,3623000,2259000,362.0,PK,12,0,3,texas,4826910,LATEXO IND SCH DIST 905,True
169.0,b'1    ',b'18.1   ',2087000,276000,708000,1103000,2004000,1039000,92.0,PK,12,0,3,texas,4826970,LAZBUDDIE IND SCH DIST 904,True
264.0,b'1    ',b'28.5   ',2743000,153000,698000,1892000,2666000,1693000,192.0,PK,12,0,3,texas,4827000,LEAKEY IND SCH DIST 902,True
19942.0,b'27   ',b'-1     ',172268000,8094000,27275000,136899000,185520000,95133000,14555.0,PK,12,1,3,texas,4827030,LEANDER IND SCH DIST 913,True
116.0,b'1    ',b'12     ',1130000,304000,486000,340000,1048000,652000,113.0,PK,08,1,3,texas,4827060,LEARY IND SCH DIST 914,True
181.0,b'1    ',b'16     ',1625000,36000,330000,1259000,1413000,888000,159.0,PK,12,2,3,texas,4827090,LEFORS IND SCH DIST 902,True
255.0,b'2    ',b'20.5   ',2341000,293000,838000,1210000,2446000,1375000,140.0,PK,12,0,3,texas,4827120,LEGGETT IND SCH DIST 906,True
697.0,b'3    ',b'61.6   ',7488000,464000,679000,6345000,6845000,3535000,531.0,PK,12,0,3,texas,4827180,LEON IND SCH DIST 911,True
840.0,b'4    ',b'60     ',6491000,368000,4402000,1721000,5784000,3814000,707.0,PK,12,0,3,texas,4827210,LEONARD IND SCH DIST 909,True
3021.0,b'7    ',b'240.1  ',25753000,3820000,7910000,14023000,26975000,16308000,1092.0,PK,12,2,3,texas,4827240,LEVELLAND IND SCH DIST 902,True
252.0,b'3    ',b'22.8   ',2290000,256000,1583000,451000,2230000,1366000,200.0,PK,12,1,3,texas,4827270,LEVERETTS CHAPEL IND SH DISTRICT 904,True
45324.0,b'64   ',b'3254.2 ',399220000,17463000,50046000,331711000,445558000,226465000,30296.0,PK,12,1,3,texas,4827300,LEWISVILLE IND SCH DISTRICT 902,True
994.0,b'3    ',b'79.9   ',8408000,654000,4368000,3386000,8111000,4974000,760.0,PK,12,0,3,texas,4827330,LEXINGTON IND SCH DIST 902,True
2788.0,b'7    ',b'208.6  ',22886000,3776000,12449000,6661000,23539000,14007000,1354.0,PK,12,1,3,texas,4827390,LIBERTY EYLAU INDEPENDENT SCH DIST 9,True
1975.0,b'6    ',b'-1     ',16268000,916000,4789000,10563000,15050000,9134000,1623.0,PK,12,1,3,texas,4827420,LIBERTY HILL IND SCH DIST 908,True
2353.0,b'6    ',b'-1     ',22805000,3982000,6603000,12220000,25444000,11713000,1352.0,PK,12,1,3,texas,4827450,LIBERTY IND SCH DIST 906,True
3220.0,b'8    ',b'-1     ',24075000,1581000,9669000,12825000,25399000,15090000,2628.0,PK,12,1,3,texas,4827510,LINDALE IND SCH DIST 903,True
899.0,b'3    ',b'76.2   ',7141000,674000,4337000,2130000,6737000,4663000,648.0,PK,12,0,3,texas,4827540,LINDEN KILDARE IND SCH DISTRICT 905,True
498.0,b'2    ',b'36.1   ',3754000,137000,1584000,2033000,5392000,2093000,489.0,PK,12,2,3,texas,4827570,LINDSAY IND SCH DIST,True
264.0,b'1    ',b'23.9   ',2590000,302000,1539000,749000,2602000,1376000,133.0,PK,12,2,3,texas,4827600,LINGLEVILLE IND SCH DIST 909,True
277.0,b'1    ',b'23.8   ',4390000,136000,1483000,2771000,2639000,1399000,256.0,PK,12,2,3,texas,4827630,LIPAN IND SCH DIST 902,True
3799.0,b'6    ',b'252.6  ',28127000,2315000,13819000,11993000,27182000,17364000,3323.0,PK,12,1,3,texas,4827690,LITTLE CYPRSS MAURICEVLLE IND SCH DI,True
4075.0,b'10   ',b'-1     ',37255000,2679000,15202000,19374000,47646000,18221000,2180.0,PK,12,1,3,texas,4827720,LITTLE ELM IND SCH DISTRICT 914,True
1480.0,b'4    ',b'95.4   ',11110000,1697000,6333000,3080000,12737000,6818000,525.0,PK,12,0,3,texas,4827750,LITTLEFIELD IND SCH DIST 904,True
4072.0,b'5    ',b'269.5  ',33156000,4254000,15092000,13810000,32536000,19742000,2924.0,PK,12,0,3,texas,4827780,LIVINGSTON IND SCH DIST 907,True
1947.0,b'4    ',b'141    ',28535000,1421000,1744000,25370000,25557000,9150000,1634.0,PK,12,0,3,texas,4827810,LLANO IND SCH DIST 901,True
4521.0,b'9    ',b'302.5  ',37696000,4377000,19212000,14107000,42403000,22211000,1701.0,PK,12,1,3,texas,4827870,LOCKHART IND SCH DIST 902,True
641.0,b'4    ',b'58.1   ',5304000,405000,3441000,1458000,5098000,3577000,211.0,PK,12,0,3,texas,4827890,LOCKNEY IND SCH DIST,True
107.0,b'1    ',b'13.5   ',1640000,264000,1087000,289000,1625000,817000,82.0,PK,12,0,3,texas,4827930,LOHN RURAL IND SCH DIST 905,True
292.0,b'1    ',b'25.6   ',3544000,1025000,1638000,881000,3784000,1745000,157.0,PK,12,1,3,texas,4827960,LOMETA IND SCH DIST 902,True
210.0,b'1    ',b'16.7   ',2326000,128000,254000,1944000,5333000,1204000,134.0,PK,08,1,3,texas,4827990,LONDON IND SCH DIST 906,True
851.0,b'3    ',b'63.9   ',7233000,208000,4567000,2458000,6637000,3975000,802.0,PK,12,1,3,texas,4828020,LONE OAK IND SCH DIST 906,True
8249.0,b'17   ',b'563.1  ',70181000,10784000,13830000,45567000,62864000,41533000,2243.0,PK,12,1,3,texas,4828110,LONGVIEW IND SCH DIST 903,True
139.0,b'1    ',b'18     ',4365000,364000,241000,3760000,3968000,1268000,77.0,PK,12,0,3,texas,4828140,LOOP IND SCHOOL DIST 902,True
172.0,b'1    ',b'17.1   ',1944000,391000,1093000,460000,1695000,984000,65.0,PK,12,0,3,texas,4828170,LORAINE IND SCH DIST 902,True
1589.0,b'7    ',b'-1     ',12312000,127000,7401000,4784000,12703000,6160000,1420.0,PK,12,1,3,texas,4828200,LORENA IND SCH DIST 907,True
335.0,b'3    ',b'36.3   ',4928000,1360000,2206000,1362000,5589000,3472000,81.0,PK,12,1,3,texas,4828230,LORENZO IND SCH DISTRICT 902,True
8048.0,b'12   ',b'-1     ',70065000,12144000,45451000,12470000,68046000,40055000,427.0,PK,12,1,3,texas,4828290,LOS FRESNOS CONS IND SCH DIST 906,True
484.0,b'3    ',b'40.2   ',4785000,283000,2127000,2375000,4093000,2473000,258.0,PK,12,2,3,texas,4828350,LOUISE IND SCH DIST 906,True
1114.0,b'6    ',b'78     ',18196000,92000,985000,17119000,35209000,5816000,973.0,PK,12,1,3,texas,4828380,LOVEJOY IND SCH DIST 919,True
529.0,b'2    ',b'48     ',4719000,365000,2346000,2008000,5028000,2878000,441.0,PK,12,0,3,texas,4828410,LOVELADY IND SCHOOL DIST 903,True
28086.0,b'111  ',b'2003.6 ',233755000,36297000,81047000,116411000,241491000,138047000,10410.0,PK,12,1,3,texas,4828500,LUBBOCK IND SCH DIST 901,True
132.0,b'2    ',b'17.5   ',1643000,155000,990000,498000,1952000,1015000,122.0,PK,12,1,3,texas,4828530,LUEDERS-AVOCA IND SCH DISTRICT 905,True
8508.0,b'18   ',b'-1     ',64492000,7798000,26370000,30324000,62590000,40467000,3358.0,PK,12,2,3,texas,4828550,LUFKIN IND SCH DIST 903,True
1561.0,b'5    ',b'116.2  ',12651000,2086000,6225000,4340000,12693000,7364000,617.0,PK,12,1,3,texas,4828590,LULING IND SCH DIST 903,True
1561.0,b'3    ',b'109    ',15080000,2874000,9731000,2475000,14466000,8201000,54.0,PK,12,2,3,texas,4828620,LYFORD IND SCH DIST 902,True
1529.0,b'6    ',b'-1     ',13429000,1997000,8477000,2955000,11219000,6720000,408.0,PK,12,1,3,texas,4828650,LYTLE IND SCH DIST 904,True
3290.0,b'7    ',b'232.5  ',26022000,2715000,11038000,12269000,26529000,16039000,2900.0,PK,12,1,3,texas,4828680,MABANK IND SCH DIST 905,True
2137.0,b'4    ',b'151.3  ',17728000,1899000,10088000,5741000,18214000,9707000,1158.0,PK,12,0,3,texas,4828710,MADISONVILLE IND SCH DIST 901,True
9544.0,b'15   ',b'640.3  ',73973000,4195000,35442000,34336000,112219000,41754000,7522.0,PK,12,1,3,texas,4828740,MAGNOLIA IND SCH DIST 906,True
1187.0,b'4    ',b'92.7   ',15497000,1157000,1480000,12860000,13653000,5986000,891.0,PK,12,2,3,texas,4828780,MALAKOFF IND SCH DIST 906,True
73.0,b'1    ',b'8.2    ',1086000,259000,552000,275000,1531000,987000,30.0,PK,08,0,3,texas,4828800,MALONE IND SCH DIST 908,True
143.0,b'1    ',b'12     ',1255000,36000,1044000,175000,983000,644000,140.0,PK,08,1,3,texas,4828830,MALTA IND SCH DIST 910,True
3828.0,b'7    ',b'-1     ',36101000,3430000,3312000,29359000,42046000,17695000,843.0,PK,12,1,3,texas,4828890,MANOR IND SCH DIST 907,True
22976.0,b'30   ',b'-1     ',182372000,7308000,67417000,107647000,247081000,106543000,13087.0,PK,12,1,3,texas,4828920,MANSFIELD IND SCH DIST 908,True
67.0,b'1    ',b'14.1   ',1318000,94000,340000,884000,1398000,738000,18.0,PK,12,0,3,texas,4828980,MARATHON IND SCH DIST 902,True
3855.0,b'7    ',b'272.8  ',35405000,2988000,3826000,28591000,34715000,19909000,2507.0,PK,12,0,3,texas,4829010,MARBLE FALLS IND SCH DIST 904,True
439.0,b'2    ',b'44.6   ',4647000,600000,1943000,2104000,5847000,2699000,51.0,PK,12,0,3,texas,4829040,MARFA IND SCH DIST 901,True
54.0,b'1    ',b'7      ',730000,249000,294000,187000,761000,464000,35.0,PK,06,0,3,texas,4829070,MARIETTA IND SCH DIST 908,False
1409.0,b'4    ',b'97.9   ',10606000,771000,2808000,7027000,9724000,6817000,929.0,PK,12,1,3,texas,4829100,MARION INDEP SCH DIST 904,True
1358.0,b'5    ',b'102.6  ',15298000,2751000,8424000,4123000,13943000,8401000,206.0,PK,12,0,3,texas,4829130,MARLIN IND SCH DISTRICT 903,True
5884.0,b'13   ',b'414.8  ',45124000,7893000,14033000,23198000,44816000,28506000,2434.0,PK,12,2,3,texas,4829160,MARSHALL IND SCH DIST 902,True
616.0,b'5    ',b'-1     ',6041000,732000,3788000,1521000,5014000,2999000,403.0,PK,12,1,3,texas,4829190,MART IND SCH DIST 908,True
481.0,b'3    ',b'40     ',4346000,325000,2939000,1082000,3935000,2398000,397.0,PK,12,0,3,texas,4829220,MARTINS MILL IND SCH DIST 905,True
321.0,b'2    ',b'29.8   ',3004000,145000,2318000,541000,2441000,1545000,245.0,PK,12,2,3,texas,4829250,MARTINSVILLE IND SCH DISTRICT 909,True
603.0,b'3    ',b'-1     ',6787000,974000,2796000,3017000,6067000,3394000,387.0,PK,12,0,3,texas,4829280,MASON IND SCH DIST 901,True
112.0,b'3    ',b'14.5   ',1766000,67000,956000,743000,1777000,1282000,65.0,01,12,1,3,texas,4829310,MASONIC HOME IND SCH DIST 909,False
62.0,b'1    ',b'8      ',1804000,135000,82000,1587000,1883000,537000,52.0,PK,06,2,3,texas,4829370,MATAGORDA IND SCH DIST 904,True
1917.0,b'4    ',b'121.1  ',17600000,4062000,10256000,3282000,16467000,8975000,223.0,PK,12,1,3,texas,4829400,MATHIS IND SCH DIST 904,True
479.0,b'1    ',b'37     ',4013000,284000,2732000,997000,3701000,2312000,437.0,PK,12,1,3,texas,4829460,MAUD IND SCH DIST 903,True
268.0,b'3    ',b'22     ',2605000,199000,1237000,1169000,2479000,1391000,238.0,PK,12,2,3,texas,4829520,MAY INDEPENDENT SCHOOL DISTRICT,True
966.0,b'4    ',b'74.9   ',8381000,248000,5146000,2987000,8748000,4622000,748.0,PK,12,1,3,texas,4829580,MAYPEARL IND SCH DISTRICT 915,True
24066.0,b'32   ',b'-1     ',190510000,27911000,87953000,74646000,183913000,123833000,1817.0,PK,12,1,3,texas,4829670,MCALLEN IND SCH DIST 906,True
484.0,b'3    ',b'41.9   ',14600000,703000,516000,13381000,13453000,3673000,190.0,PK,12,0,3,texas,4829700,MCCAMEY IND SCH DIST 901,True
249.0,b'1    ',b'21.1   ',2441000,237000,1202000,1002000,2127000,1285000,160.0,PK,08,1,3,texas,4829760,MC DADE RURAL IND SCH DIST 905,True
1205.0,b'5    ',b'-1     ',11891000,1743000,5757000,4391000,12253000,7065000,556.0,PK,12,1,3,texas,4829820,MCGREGOR IND SCH DIST 909,True
18041.0,b'28   ',b'1182.8 ',163503000,7273000,24052000,132178000,169589000,77161000,11953.0,PK,12,1,3,texas,4829850,MCKINNEY IND SCH DISTRICT 907,True
209.0,b'1    ',b'17.8   ',2242000,106000,457000,1679000,1656000,1058000,180.0,KG,12,2,3,texas,4829880,MC LEAN IND SCH DIST 903,True
444.0,b'3    ',b'39.3   ',4154000,797000,2717000,640000,4311000,2479000,417.0,PK,12,0,3,texas,4829910,MC LEOD IND SCH DIST 906,True
180.0,b'1    ',b'19.3   ',4713000,43000,233000,4437000,3868000,1594000,96.0,PK,12,0,3,texas,4829940,MCMULLEN COUNTY IND SCHOOL DIST,True
304.0,b'1    ',b'22.2   ',2953000,558000,1456000,939000,2577000,1419000,111.0,PK,12,0,3,texas,4830000,MEADOW IND SCH DIST 902,True
360.0,b'2    ',b'37.2   ',3650000,262000,1691000,1697000,3764000,2294000,288.0,PK,12,1,3,texas,4830030,MEDINA IND SCH DIST 901,True
2969.0,b'7    ',b'187.7  ',24717000,2828000,12045000,9844000,36219000,13710000,1409.0,PK,12,1,3,texas,4830060,MEDINA VALLEY IND SCH DIST 908,True
66.0,b'1    ',b'10.3   ',795000,76000,396000,323000,894000,539000,54.0,PK,12,1,3,texas,4830090,MEGARGEL IND SCH DIST 903,False
647.0,b'4    ',b'51.6   ',6849000,261000,1913000,4675000,7901000,3167000,487.0,PK,12,1,3,texas,4830120,MELISSA IND SCH DIST 908,True
550.0,b'4    ',b'49.4   ',6227000,1065000,3625000,1537000,5631000,3301000,248.0,PK,12,0,3,texas,4830180,MEMPHIS IND SCH DIST 904,True
361.0,b'4    ',b'-1     ',5025000,1164000,2320000,1541000,4921000,3049000,143.0,PK,12,0,3,texas,4830210,MENARD IND SCH DIST 901,True
5339.0,b'10   ',b'355.1  ',54086000,12743000,36273000,5070000,59024000,31069000,32.0,PK,12,1,3,texas,4830250,MERCEDES IND SCH DIST 907,True
532.0,b'2    ',b'38.1   ',5317000,862000,2229000,2226000,5293000,3188000,347.0,PK,12,0,3,texas,4830300,MERIDIAN IND SCH DISTRICT 902,True
1340.0,b'6    ',b'115.9  ',10606000,859000,6525000,3222000,10960000,7300000,1080.0,PK,12,1,3,texas,4830340,MERKEL IND SCH DIST 904,True
351.0,b'2    ',b'29.9   ',4493000,182000,441000,3870000,3922000,2154000,238.0,PK,12,1,3,texas,4830360,IRION CO IND SCH DIST 902,True
34815.0,b'45   ',b'-1     ',275155000,18255000,138330000,118570000,284792000,159021000,14661.0,PK,12,1,3,texas,4830390,MESQUITE IND SCH DISTRICT 914,True
2311.0,b'6    ',b'164.5  ',20472000,3304000,12141000,5027000,18838000,11812000,944.0,PK,12,0,3,texas,4830420,MEXIA IND SCH DIST 903,True
153.0,b'2    ',b'10.5   ',1619000,86000,479000,1054000,1167000,623000,140.0,PK,12,0,3,texas,4830450,MEYERSVILLE IND SCH DIST 906,True
161.0,b'1    ',b'21.9   ',6508000,100000,206000,6202000,5842000,1176000,147.0,PK,12,2,3,texas,4830480,MIAMI IND SCH DIST 902,True
20713.0,b'37   ',b'1386.4 ',155384000,18205000,49310000,87869000,184200000,98082000,8567.0,PK,12,1,3,texas,4830570,MIDLAND IND SCH DIST 901,True
5673.0,b'9    ',b'352.1  ',46359000,1619000,7423000,37317000,66191000,23970000,4719.0,PK,12,1,3,texas,4830600,MIDLOTHIAN IND SCH DISTRICT 908,True
6014.0,b'9    ',b'-1     ',50597000,1737000,5094000,43766000,42860000,26472000,4552.0,PK,12,1,3,texas,4830640,MIDWAY IND SCH DIST 903,True
142.0,b'1    ',b'15.8   ',1503000,80000,581000,842000,1512000,896000,133.0,PK,12,1,3,texas,4830660,MIDWAY IND SCH DIST 905,True
429.0,b'3    ',b'36.2   ',3546000,197000,2472000,877000,3438000,2072000,349.0,PK,12,0,3,texas,4830690,MILANO IND SCH DIST 903,True
674.0,b'3    ',b'58.1   ',5794000,252000,1334000,4208000,5732000,3546000,603.0,PK,12,2,3,texas,4830720,MILDRED IND SCH DISTRICT 910,True
438.0,b'6    ',b'-1     ',3896000,254000,2820000,822000,3908000,2522000,268.0,PK,12,0,3,texas,4830750,MILES IND SCH DIST 902,True
224.0,b'1    ',b'21     ',2351000,355000,1384000,612000,2114000,1265000,138.0,PK,12,1,3,texas,4830780,MILFORD IND SCH DISTRICT 909,True
227.0,b'1    ',b'22.2   ',2119000,153000,1353000,613000,2149000,1284000,186.0,KG,12,2,3,texas,4830810,MILLER GROVE IND SCH DIST 907,True
813.0,b'3    ',b'63.5   ',7236000,235000,3619000,3382000,6841000,3867000,715.0,PK,12,1,3,texas,4830870,MILLSAP IND SCH DIST 904,True
1621.0,b'4    ',b'116.1  ',12519000,1226000,5952000,5341000,11608000,6984000,1115.0,PK,12,0,3,texas,4830930,MINEOLA IND SCH DIST 903,True
3641.0,b'6    ',b'257.1  ',31531000,3923000,18821000,8787000,29388000,18166000,2417.0,PK,12,2,3,texas,4830950,MINERAL WELLS IND SCH DIST 903,True
50.0,b'1    ',b'5      ',1239000,73000,53000,1113000,1329000,353000,0.0,PK,08,1,3,texas,4830990,MIRANDO CITY IND SCH DIST 902,False
14517.0,b'20   ',b'-1     ',119795000,20700000,80188000,18907000,118461000,72170000,275.0,PK,12,1,3,texas,4831040,MISSION IND SCH DIST 908,True
1970.0,b'8    ',b'135.5  ',16570000,1418000,2417000,12735000,15043000,9509000,843.0,PK,12,0,3,texas,4831170,MONAHANS-WICKETT PYOTE IND SCH DIST,True
90.0,b'1    ',b'7.7    ',722000,95000,362000,265000,723000,412000,86.0,PK,08,0,3,texas,4831200,MONTAGUE IND SCH DIST 908,True
571.0,b'3    ',b'34.9   ',6435000,1507000,4072000,856000,6513000,2928000,14.0,PK,12,1,3,texas,4831230,MONTE ALTO IND SCH DIST 915,True
4984.0,b'7    ',b'-1     ',42838000,2106000,4210000,36522000,43899000,21847000,4270.0,PK,12,1,3,texas,4831260,MONTGOMERY IND SCH DIST 903,True
759.0,b'5    ',b'60.8   ',5716000,336000,3999000,1381000,5220000,3369000,571.0,PK,12,1,3,texas,4831290,MOODY IND SCH DIST 910,True
65.0,b'1    ',b'14     ',1459000,181000,803000,475000,1459000,961000,60.0,PK,12,0,3,texas,4831320,MORAN IND SCH DIST 902,True
172.0,b'1    ',b'14.1   ',1821000,235000,952000,634000,1605000,907000,79.0,PK,12,0,3,texas,4831380,MORGAN IND SCH DIST 903,True
102.0,b'1    ',b'9.5    ',863000,42000,257000,564000,798000,511000,97.0,PK,08,2,3,texas,4831410,MORGAN MILL IND SCH DIST 910,True
548.0,b'4    ',b'51.2   ',6260000,1216000,3645000,1399000,5893000,3326000,129.0,PK,12,0,3,texas,4831470,MORTON IND SCH DIST 901,True
164.0,b'1    ',b'20.2   ',2435000,695000,770000,970000,2396000,1534000,124.0,PK,12,0,3,texas,4831500,MOTLEY CO IND SCH DIST 901,True
324.0,b'3    ',b'32.6   ',3044000,178000,853000,2013000,2728000,1767000,230.0,PK,12,0,3,texas,4831560,MOULTON IND SCH DIST 902,True
124.0,b'2    ',b'13.2   ',1387000,222000,878000,287000,1896000,729000,81.0,PK,12,0,3,texas,4831620,MT CALM IND SCH DIST 910,True
440.0,b'2    ',b'37     ',3375000,191000,2284000,900000,3083000,2091000,324.0,PK,12,1,3,texas,4831650,MT ENTERPRISE IND SCH DIST 907,True
5213.0,b'10   ',b'379.9  ',47835000,9978000,13801000,24056000,46356000,28642000,1524.0,PK,12,2,3,texas,4831760,MT PLEASANT IND SCH DIST 902,True
1517.0,b'4    ',b'112.7  ',11919000,1237000,2029000,8653000,10430000,6637000,1144.0,PK,12,0,3,texas,4831770,MT VERNON IND SCH DISTRICT 901,True
552.0,b'2    ',b'40.8   ',4576000,147000,2037000,2392000,4289000,2357000,529.0,PK,12,2,3,texas,4831860,MUENSTER IND SCH DIST,True
1538.0,b'5    ',b'-1     ',12394000,1724000,7337000,3333000,12202000,7563000,455.0,PK,12,0,3,texas,4831890,MULESHOE IND SCH DIST 901,True
128.0,b'2    ',b'18.9   ',2314000,321000,1362000,631000,2250000,1297000,82.0,PK,12,0,3,texas,4831920,MULLIN IND SCH DIST 902,True
463.0,b'2    ',b'28.9   ',4293000,290000,1795000,2208000,2831000,1607000,176.0,PK,12,1,3,texas,4831950,MUMFORD IND SCH DIST 906,True
468.0,b'3    ',b'38.5   ',4402000,532000,3123000,747000,3747000,2147000,204.0,PK,12,0,3,texas,4831970,MUNDAY IND SCH DIST 903,True
147.0,b'2    ',b'13     ',1640000,160000,916000,564000,1419000,814000,125.0,PK,08,2,3,texas,4832010,MURCHISON IND SCH DIST 908,True
6360.0,b'11   ',b'408.8  ',50380000,7045000,19235000,24100000,54195000,26881000,2141.0,PK,12,2,3,texas,4832090,NACOGDOCHES IND SCH DIST 904,True
1217.0,b'4    ',b'92.8   ',10246000,1377000,6987000,1882000,10768000,6213000,273.0,PK,12,1,3,texas,4832130,NATALIA IND SCH DIST 903,True
1454.0,b'3    ',b'102.5  ',11862000,519000,3123000,8220000,17698000,6373000,819.0,PK,12,1,3,texas,4832160,NAVARRO INDEP SCH DIST 903,True
2926.0,b'7    ',b'192.7  ',24215000,3051000,8745000,12419000,23925000,13208000,1112.0,PK,12,0,3,texas,4832190,NAVASOTA IND SCH DISTRICT 904,True
220.0,b'1    ',b'21.9   ',2019000,107000,1329000,583000,1977000,1190000,196.0,KG,12,0,3,texas,4832220,NAZARETH IND SCH DIST 903,True
313.0,b'2    ',b'25     ',2826000,174000,1580000,1072000,2564000,1541000,261.0,PK,12,2,3,texas,4832250,NECHES IND SCH DIST 906,True
5158.0,b'9    ',b'-1     ',36658000,2501000,13801000,20356000,35247000,23235000,4276.0,PK,12,1,3,texas,4832280,NEDERLAND IND SCH DIST 905,True
2470.0,b'6    ',b'-1     ',19360000,837000,10863000,7660000,18971000,11410000,1488.0,PK,12,1,3,texas,4832310,NEEDVILLE IND SCH DISTRICT 906,True
1377.0,b'3    ',b'116.3  ',11397000,1396000,6261000,3740000,11551000,7646000,1017.0,PK,12,1,3,texas,4832340,NEW BOSTON IND SCH DISTRICT 905,True
6465.0,b'12   ',b'388.6  ',51043000,4547000,12331000,34165000,50762000,27114000,3490.0,PK,12,1,3,texas,4832370,NEW BRAUNFELS IND SCH DIST 901,True
7584.0,b'13   ',b'-1     ',63210000,4694000,35782000,22734000,65287000,36716000,5233.0,PK,12,1,3,texas,4832400,NEW CANEY IND SCH 908,True
730.0,b'5    ',b'60.6   ',6315000,446000,3821000,2048000,6329000,3591000,362.0,PK,12,1,3,texas,4832430,NEW DEAL IND SCH DIST 902,True
870.0,b'3    ',b'71     ',6662000,388000,4421000,1853000,6602000,4110000,769.0,KG,12,1,3,texas,4832460,NEW DIANA IND SCH DIST 906,True
189.0,b'1    ',b'20.9   ',1954000,160000,1190000,604000,2450000,1086000,96.0,KG,12,0,3,texas,4832490,NEW HOME IND SCH DIST 905,True
432.0,b'1    ',b'38.3   ',4370000,632000,1767000,1971000,3395000,2143000,94.0,PK,12,2,3,texas,4832610,NEW SUMMERFIELD IND SCHOOL DIST 908,True
886.0,b'4    ',b'66.9   ',7910000,644000,5058000,2208000,8217000,4814000,578.0,PK,12,2,3,texas,4832640,NEW WAVERLY IND SCH DIST 901,True
185.0,b'2    ',b'19.2   ',1739000,133000,1034000,572000,1813000,1172000,165.0,PK,12,0,3,texas,4832700,NEWCASTLE IND SCH DIST 902,True
1253.0,b'4    ',b'110.3  ',12975000,3120000,6940000,2915000,13530000,7034000,685.0,PK,12,0,3,texas,4832730,NEWTON IND SCH DIST 902,True
992.0,b'6    ',b'-1     ',8988000,1441000,5743000,1804000,8267000,5032000,324.0,PK,12,0,3,texas,4832740,NIXON SMILEY IND SCH DISTRICT 903,True
874.0,b'3    ',b'75.2   ',8342000,1465000,4628000,2249000,7909000,5256000,682.0,PK,12,0,3,texas,4832790,NOCONA IND SCH DIST 902,True
71.0,b'3    ',b'15     ',1732000,97000,645000,990000,1485000,894000,34.0,PK,12,0,3,texas,4832880,NORDHEIM IND SCH DISTRICT 902,True
576.0,b'2    ',b'41.2   ',4907000,260000,2154000,2493000,4487000,2705000,491.0,PK,12,0,3,texas,4832910,NORMANGEE IND SCH DIST 906,True
57591.0,b'69   ',b'-1     ',475889000,32010000,86564000,357315000,579233000,295942000,25369.0,PK,12,1,3,texas,4832940,NORTH EAST IND SCH DIST 910,True
423.0,b'2    ',b'34.9   ',3894000,582000,2136000,1176000,3873000,2018000,331.0,PK,12,2,3,texas,4832970,NORTH HOPKINS IND SCH DIST 906,True
3187.0,b'7    ',b'235.7  ',24830000,2089000,10740000,12001000,22866000,14245000,2805.0,PK,12,2,3,texas,4833010,NORTH LAMAR IND SCH DISTRICT 911,True
331.0,b'2    ',b'30.8   ',3194000,188000,1628000,1378000,2851000,1778000,314.0,PK,12,0,3,texas,4833030,NORTH ZULCH IND SCH DIST 903,True
9977.0,b'18   ',b'-1     ',94889000,16323000,57181000,21385000,91971000,51581000,58.0,PK,12,1,3,texas,4833060,NORTH FOREST IND SCH DISTRICT 909,True
168.0,b'1    ',b'18     ',1464000,132000,1080000,252000,1326000,849000,106.0,KG,12,2,3,texas,4833090,NORTHSIDE IND SCH DIST 905,True
74639.0,b'100  ',b'-1     ',597867000,47305000,212003000,338559000,696759000,365193000,21979.0,PK,12,1,3,texas,4833120,NORTHSIDE IND SCH DIST 915,True
7600.0,b'14   ',b'522.8  ',114946000,2853000,6906000,105187000,148743000,37127000,6186.0,PK,12,1,3,texas,4833180,NORTHWEST IND SCH DISTRICT 911,True
99.0,b'4    ',b'-1     ',1375000,97000,797000,481000,1407000,830000,77.0,PK,12,0,3,texas,4833210,NOVICE IND SCH DIST 906,True
330.0,b'2    ',b'30.3   ',3962000,393000,1586000,1983000,3281000,1947000,198.0,PK,12,0,3,texas,4833240,NUECES CANYON IND SCH DIST 902,True
92.0,b'2    ',b'-1     ',1880000,119000,97000,1664000,1648000,441000,68.0,PK,05,1,3,texas,4833270,NURSERY IND SCH DIST 904,True
239.0,b'2    ',b'20.7   ',2311000,240000,680000,1391000,2261000,1345000,139.0,KG,12,0,3,texas,4833340,OAKWOOD IND SCH DIST 907,True
1213.0,b'3    ',b'75.7   ',11509000,2581000,6301000,2627000,10868000,6275000,250.0,PK,12,1,3,texas,4833360,ODEM EDROY IND SCHOOL DIST 905,True
382.0,b'3    ',b'38.5   ',4530000,1244000,2313000,973000,4274000,2433000,163.0,PK,12,0,3,texas,4833390,O DONNELL IND SCH DIST 903,True
149.0,b'1    ',b'18     ',1725000,73000,756000,896000,1512000,953000,112.0,KG,12,1,3,texas,4833420,OGLESBY IND SCH DIST 904,True
